    -525.4     -60.1       0.        0.        0.        0.      764.4      0.

    -846.0      276.9      0.        0.        0.        0.      381.0      0.     
    -211.2     -269.2      0.        0.        0         0.     -959.4      0.
    -227.2     -291.8      0.        0.        0.        0.     -720.0      0.
    -122.4     -782.3      0.        0.        0.        0.     2843.6      0.
    -322.5     -636.9      0.        0.        0.        0.      720.0      0.
    -222.4    -1526.8      0.        0.        0.        0.      720.0      0.
    -286.8    -275.8       0.        0.        0.        0.     -197.0      0.
    -522.4     -63.5       0.        0.        0.        0.      762.0      0.
      32.2    -304.3       0.        0.        0.        0.      -70.1      0.
      29.7    -292.5       0.        0.        0.        0.       -1.3      0.
      33.3    -274.8       0.        0.        0.        0.        8.3      0.
      24.6    -292.6       0.        0.        0.        0.       25.4      0.
      32.2    -304.3       0.        0.        0.        0.      -70.1      0. 
    -198.7     -98.8       0.        0.        0.        0.      -13.6      0.
     142.6      13.9       0.        0.        0.        0.     -635.0      0.0    0.0
     142.6      13.9       0.        0.        0.        0.     -635.0      0.     0.
      79.1      32.8       0.0       0.        0.        0.        5.4      0.0    0.
     -80.0     295.2       0.0       0.        0.        0.    -1594.0      0.0    0.
     -84.7      72.7     -97.7       0.        0.        0.    -1505.1    202.9    0.
    -522.4    -127.        0.        0.        0.        0.     1428.75     0.     0.

    -543.      -49.        0.      -16.5    -340.7       0.     1161.6      0.     0.
    -543.      -49.        0.     -285.     -199.        0.     1161.6      0.     0.

    -324.8     -62.6       0.      510.4    1111.5       0.    -1591.3      0.     0.
     698.2     474.6       0.      217.3     115.5       0.     -387.1      0.     0.
     697.9     475.0       0.      213.2     110.7       0.     -384.1      0.     0.
     697.9     475.0       0.      213.2     110.8       0.     -384.2      0.     0.
     696.2     481.5       0.        0.        0.        0.     -346.0      0.     0.
     
    -167.1     139.9       0.    -1180.        0.        0.     -652.3      0.     0.
       0.0      30.8       0.        0.        0.        0.      154.0      0.     0.
       0.0    -250.0       0.        0.        0.        0.    -1250.0      0.     0.
    -156.5      65.8       0.        0.        0.        0.      120.4      0.     0.
     251.4     237.5       0.        0.        0.        0.     -635.2      0.     0.
     114.4     175.9       0.        0.        0.        0.     -635.2      0.     0.
     
     121.4     339.1       0.        0.        0.        0.     1442.7      0.     0.
     118.9     336.6       0.        0.        0.        0.     1445.1      0.     0.
     268.8     227.1       0.        0.        0.        0.      698.2      0.     0.
     191.1     273.7       0.        0.        0.        0.       91.2      0.     0.

    -614.3      12.7       0.        0.        0.        0.      -41.       0.     0.
    -821.5     103.0       0.        0.        0.        0.      529.4      0.     0.
    
    -221.3     100.1       0.        0.        0.        0.       68.       0.     0.
     -42.4   -1621.1       0.        0.        0.        0.    -5810.9      0.     0.
    -603.       35.6       0.        0.        0.        0.       0.       0.     0. 

     -77.0     551.5       0.        0.        0.        0.    -1074.       0.     0.
     -42.4   -1621.1       0.        0.        0.        0.    -5810.9      0.     0.
     -80.5     127.9       0.        0.        0.        0.     -621.7      0.     0.
     118.4   -1635.7       0.        0.        0.        0.     2139.7      0.     0.
    -713.6     253.3       0.        0.        0.        0.     1554.7      0.     0.
     183.7   -2073.7       0.        0.        0.        0.     4959.9      0.     0.
     505.1     277.6       0.        0.        0.        0.     1117.6      0.     0.
    -83.9       84.6       0.        0.        0.        0.     1089.       0.     0.
     110.1      63.5       0.        0.        0.        0.       81.3      0.     0.
   -464.8      185.7       0.        0.        0.        0.        0.4      0.     0.
   -614.3       32.7       0.        0.        0.        0.      -41.       0.     0.
   -516.1      -76.8       0.        0.        0.        0.        0.2      0.     0.
   -589.9        5.0       0.        0.        0.        0.       48.6      0.     0.
   -423.5      -51.8       0.        0.        0.        0.        0.       0.     0.
   -534.6      100.1       0.        0.        0.        0.       19.       0.     0.
   -574.0      210.6       0.        0.        0.        0.      606.       0.     0.
   -523.4       -5.3       0.        0.        0.        0.       -0.2      0.     0.
   
   
   -529.7       42.2       0.        0.        0.        0.      130.6      0.     0.
   -175.2       41.6       0.        0.        0.        0.     -653.9      0.     0.
   -131.4      -10.7       0.     -500.0    -599.9       0.     5525.       0.     0.
   -172.9      -22.5       0.     -299.9    -400.0       0.     5608.       0.     0.
