    -525.4     -60.1       0.        0.        0.        0.      764.4      0.

   -495.4      -69.9       0.     -200.0    -299.9       0.     1542.       0.     0.
   -500.       -49.        0.     -100.     -199.        0.    -1161.6      0.     0.
    -408.2     -56.3       0.     -430.5    -139.9       0.     1153.6      0.     0.
     218.7   -1900.7       0.        0.        0.        0.    -2126.9      0.     0.
     46.6    -1942.4       0.        0.        0.        0.    -6557.       0.     0.
    174.5    -1975.6       0.        0.        0.        0.     4236.       0.     0.
   -100.6      146.6       0.        0.        0.        0.       -1.6      0.     0.
   -424.3      -90.3       0.        0.        0.        0.       -1.2      0.     0.
   -499.9     -757.9       0.        0.        0.        0.    -8080.8      0.     0.
   -229.7     -144.9       0.        0.        0.        0.     -430.6      0.     0.
   -175.2      141.6       0.        0.        0.        0.     -653.9      0.     0.
   -543.       -49.        0.     -285.     -199.        0.     1161.6      0.     0.
   -187.3      130.9       0.     -196.1       0.        0.     -651.       0.     0.
   -175.2      141.6       0.        0.        0.        0.     -653.9      0.     0.
   -167.1      139.9       0.    -1180.        0.        0.     -652.3      0.     0.
    137.7       14.8       0.        0.        0.        0.     -744.7      0.     0.
   -825.9      104.5       0.        0.        0.        0.       -2.8      0.     0.
     16.8       96.3       0.        0.        0.        0.     2465.5      0.     0.
    -25.4      105.4       0.        0.        0.        0.     -636.       0.     0.
   -330.1      -84.7       0.        0.        0.        0.      371.9      0.     0.
   -884.6       -7.9       0.        0.        0.        0.    -4729.6      0.     0.


   -229.7     -144.9       0.        0.        0.        0.     -430.6      0.     0.


   -194.4     -129.7       0.        0.        0.        0.     -121.3      0.     0.
   -271.6      -83.3       0.        0.        0.        0.     -141.4      0.     0.
   -187.1     -206.9       0.        0.        0.        0.     -456.3      0.     0.

   -214.2     -154.2       0.        0.        0.        0.     -391.       0.     0.


   -908.1        2.5       0.        0.        0.        0.    -4723.7      0.     0.
   -827.7      180.1       0.        0.        0.        0.    -2665.       0.     0.  
   -812.2      117.9       0.        0.        0.        0.    -3253.       0.     0.  
   -377.7      -54.8       0.        0.        0.        0.    -3275.6      0.     0.  

   -198.1      155.4       0.        0.        0.        0.     -451.       0.     0.  
   -177.3      142.9       0.        0.        0.        0.     -638.       0.     0.  
    173.7      142.0       0.        0.        0.        0.     -654.       0.     0.  


   -175.2      141.6       0.        0.        0.        0.     -653.9      0.     0.  
   
   
    253.5       94.1       0.        0.        0.        0.     -708.2      0.     0.  
    197.5      127.7       0.        0.        0.        0.     -692.4      0.     0.  
    148.4       17.6       0.        0.        0.        0.     -679.       0.     0.  
    -79.8      142.0       0.        0.        0.        0.      -25.7      0.     0.  
    -26.1      100.0       0.        0.        0.        0.      702.       0.     0.  
    -94.06      92.9       0.        0.        0.        0.     1016.5      0.     0.  

     352.2      34.9       0.        0.        0.        0.     -451.8      0.     0.  
    -377.7     -54.8       0.        0.        0.        0.    -3275.6      0.     0.  
   
    -909.1      57.3       0.        0.        0.        0.    -4723.7      0.     0.  


    -636.6     -99.8       0.        0.        0.        0.    -3337.6      0.     0.  
    -377.7     -29.4       0.        0.        0.        0.     -876.3      0.     0.  
    -334.7     -29.4       0.        0.        0.        0.     -176.3      0.     0.  
    -376.6    -353.        0.        0.        0.        0.     -866.       0.     0.  
    -834.9     -32.5       0.        0.        0.        0.     -690.       0.     0.  
    -634.7     -69.4       0.        0.        0.        0.     -176.3      0.     0.  
     137.4      98.9      31.3     -92.8     645.7    -630.8     360.9      0.     0. 
      27.6     -27.5       0.        0.        0.        0.      100.55     0.     0. 
     -95.0     -86.9       0.        0.        0.        0.       18.3      0.     0. 
     -99.1     -99.8       0.    -2658.3  -22061.1       0.   -19962.9      0.     0. 
     -42.5      99.7       0.     -187.9   -1588.9       0.     2532.4      0.     0.
      27.6     -27.5       0.    -2270.6   -3176.3       0.    -1949.8      0.     0.
      16.8      96.3       0.     -201.8   -1713.0       0.     2465.5      0.     0.
     -60.8      99.9   -530.0      207.3     789.2     637.9    1142.3   -233.8 -145.8
     110.1      63.5       0.        0.        0.        0.       81.3      0.     0.
      30.6      21.3       0.        0.        0.        0.       -3.1      0.     0.
     426.4      66.0       0.        0.        0.        0.      274.3      0.     0.

    -193.9      37.1     -63.7     -95.1     178.6    -328.7   -1225.1    329.6   92.2
     -55.1      46.4       4.7    -129.4     -90.9     -32.6     481.9    150.6   67.2
     110.1      63.5       0.        0.        0.        0.       81.3      0.     0.
     105.5      75.1       0.        0.        0.        0.      686.9      0.     0.
     110.1      63.5       0.        0.        0.        0.       81.3      0.     0.

---- CeCu_2Si_2 (PRB39(1989)6409) ---------------------------------------------------
      36.6     -43.2       0.        0.        0.        0.     -684.5      0.     0.

---- CeCu_1.8Si_2 (PRB39(1989)6409) ---------------------------------------------------
     107.3     -34.3       0.        0.        0.        0.     -680.7      0.     0.

---- CeCu_2.2Si_2 (PRB39(1989)6409) ---------------------------------------------------
      79.8     -44.5       0.        0.        0.        0.     -693.4      0.     0.

---- CeVO_4 (Guo et al., JPhysChemSol 48(1987)229) ------------------------------------
     -84.7      72.7     -97.7       0.        0.        0.    -1505.1    202.9    0.

---- CeIrIn_5 (Takeuchi et al., JPSJ 70(2001)877) ------------------------------------
     182.2      57.7       0.        0.        0.        0.       52.1      0.     0.

---- CeRhIn_5 (Takeuchi et al., JPSJ 70(2001)877) ------------------------------------
     194.7      59.7       0.        0.        0.        0.       67.3      0.     0.

---- CeRhIn_5 (Pagliuso et al., Physica B 320(2002)370) ------------------------------------
      91.8     -0.38       0.        0.        0.        0.       8.89      0.     0.

---- CeRhIn_5 (Christianson et al., PRB 66(2002)193102) ------------------------------------
     144.9      55.9       0.        0.        0.        0.      152.4      0.     0.

---- Ce_xLa_1-xIrIn_5 (Tokuda et al., JPSJ 76(2007)014706) ------------------------------------
     110.1      63.5       0.        0.        0.        0.       81.3      0.     0.


------ FLEX --- do reproduce XiZ(T) at 1 kOe of CeRu4Sn6 -------------------------------------
      16.8      96.3       0.     -201.8   -1713.0       0.     2465.5      0.     0.
-------------------------
    -25.4      105.4       0.        0.        0.        0.     -636.       0.     0.
    Xi_c sovpadaet s Xi_c'

------- Cubic clathrate Ba7CeAu6Si40 -----------------------------------------------------
       0.0      30.8       0.        0.        0.        0.      154.0      0.     0.
       
------- Aviani for CeRu4Sn6 -------------------------------
     251.4     237.5       0.        0.        0.        0.     -635.2      0.     0.
